,centroid,origin_geometry,distance_origin_to_centroid,geometry
17759,POINT (28.95731345 41.01471045),POINT (28.96566 41.00429000000001),1373.865948094922,POINT (28.96566 41.00429000000001)
17760,POINT (28.99013805 41.03554045),POINT (28.98625 41.03481),436.77367363692457,POINT (28.98625 41.03481)
17761,POINT (29.09504196300003 41.02544708100004),POINT (29.09356 41.01325),1198.6972870905868,POINT (29.09356 41.01325)
17762,POINT (28.953994 41.036385),POINT (28.96636 41.04138),1454.501331013257,POINT (28.96636 41.04138)
17763,POINT (28.997029 41.067248),POINT (28.99746 41.06892),169.7811140397359,POINT (28.99746 41.06892)
17764,POINT (28.98725545 41.06247485),POINT (28.98462 41.06259),292.3169742301805,POINT (28.98462 41.06259)
17765,POINT (28.95731345 41.01471045),POINT (28.96566 41.00419),1381.0881149165693,POINT (28.96566 41.00419)
17766,POINT (28.9796001 41.03029625),POINT (28.97557 41.02553),644.4364141935786,POINT (28.97557 41.02553)
17767,POINT (29.0381205 40.9852841),POINT (29.03505 40.99376),892.9843470202075,POINT (29.03505 40.99376)
17768,POINT (28.99561331400002 41.05553430600003),POINT (28.99668 41.05856),317.65242915414035,POINT (28.99668 41.05856)
17769,POINT (29.0428689 41.0072355),POINT (29.03337 40.99964),1286.7710766376995,POINT (29.03337 40.99964)
17770,POINT (28.6558715 41.0035576),POINT (28.66713 41.00659),1282.5096246510864,POINT (28.66713 41.00659)
17771,POINT (28.6558715 41.0035576),POINT (28.66659000000001 41.00456),1191.9680566540155,POINT (28.66659000000001 41.00456)
17772,POINT (29.0381205 40.9852841),POINT (29.02424 40.98112),1591.0370108155507,POINT (29.02424 40.98112)
17773,POINT (28.9936129 41.0679197),POINT (28.99465 41.07258),468.4422212940593,POINT (28.99465 41.07258)
17774,POINT (29.0004588 41.0487174),POINT (29.00667 41.04441),806.2691135600985,POINT (29.00667 41.04441)
17775,POINT (28.99013805 41.03554045),POINT (28.98419 41.03497),661.5950748377461,POINT (28.98419 41.03497)
17776,POINT (28.7965411 41.0508405),POINT (28.77509 41.0965),5052.474841274743,POINT (28.77509 41.0965)
17777,POINT (29.230989 40.91497455),POINT (29.19299 40.88777),4973.63097409563,POINT (29.19299 40.88777)
17778,POINT (28.7965411 41.0508405),POINT (28.77455 41.09617),5052.6737443134725,POINT (28.77455 41.09617)
17779,POINT (29.1188532 40.99326729999999),POINT (29.12295 40.99375),456.50388406802927,POINT (29.12295 40.99375)
17780,POINT (28.9796001 41.03029625),POINT (28.97823 41.02543),497.97694961373963,POINT (28.97823 41.02543)
17781,POINT (28.7965411 41.0508405),POINT (28.77505 41.09505),4930.143191581305,POINT (28.77505 41.09505)
17782,POINT (29.0004588 41.0487174),POINT (29.00673 41.04685),718.4939432782763,POINT (29.00673 41.04685)
17783,POINT (28.9780884 41.0317305),POINT (28.97659 41.03498),357.6003306801825,POINT (28.97659 41.03498)
17784,POINT (28.9796001 41.03029625),POINT (28.97848 41.02461),567.9092699729287,POINT (28.97848 41.02461)
17785,POINT (28.95731345 41.01471045),POINT (28.96651 41.01789),1065.376936943459,POINT (28.96651 41.01789)
17786,POINT (28.9458539 41.0123804),POINT (28.94243 41.01073),412.1885121332019,POINT (28.94243 41.01073)
17787,POINT (28.9283365 41.035788),POINT (28.93407 41.02715),1055.0737862457186,POINT (28.93407 41.02715)
17788,POINT (28.7965411 41.0508405),POINT (28.77303 41.09515),5050.515795545742,POINT (28.77303 41.09515)
17789,POINT (28.9780884 41.0317305),POINT (28.9775 41.03585),406.74752393291476,POINT (28.9775 41.03585)
17790,POINT (28.9821093 41.0412067),POINT (28.97977 41.03911),330.11909939602157,POINT (28.97977 41.03911)
17791,POINT (28.8727842 40.9775523),POINT (28.87574 40.97584000000001),367.73310959049627,POINT (28.87574 40.97584000000001)
17792,POINT (28.8727842 40.9775523),POINT (28.87586 40.97593),375.8490124145233,POINT (28.87586 40.97593)
17793,POINT (28.95731345 41.01471045),POINT (28.9722 41.00285),2014.6522766882047,POINT (28.9722 41.00285)
17794,POINT (29.0004588 41.0487174),POINT (29.00519 41.04953),530.3301203552452,POINT (29.00519 41.04953)
17795,POINT (28.9796001 41.03029625),POINT (28.98406 41.03046),494.5726225071842,POINT (28.98406 41.03046)
17796,POINT (28.9821093 41.0412067),POINT (28.98042 41.03987),228.09425019490294,POINT (28.98042 41.03987)
17797,POINT (28.7965411 41.0508405),POINT (28.80647 41.0622),1562.3004442225947,POINT (28.80647 41.0622)
17798,POINT (28.97870225 41.05463435),POINT (28.97169 41.05498),777.9349741045662,POINT (28.97169 41.05498)
17799,POINT (28.9796001 41.03029625),POINT (28.98097000000001 41.03188),216.5103965835113,POINT (28.98097000000001 41.03188)
17800,POINT (28.97870225 41.05463435),POINT (28.98188 41.05515),355.77443607455353,POINT (28.98188 41.05515)
17801,POINT (28.9821093 41.0412067),POINT (28.97486 41.03872),839.2335593817863,POINT (28.97486 41.03872)
17802,POINT (28.93311846700005 41.01505125600005),POINT (28.92932 41.00339),1212.451009493462,POINT (28.92932 41.00339)
17803,POINT (28.9796001 41.03029625),POINT (28.97848 41.02667),374.58030814699543,POINT (28.97848 41.02667)
17804,POINT (28.9821093 41.0412067),POINT (28.98138 41.03962),174.4860231690601,POINT (28.98138 41.03962)
17805,POINT (28.9796001 41.03029625),POINT (28.97772 41.02637),435.70914296085465,POINT (28.97772 41.02637)
17806,POINT (28.9780884 41.0317305),POINT (28.97841 41.03432),254.87563993479355,POINT (28.97841 41.03432)
17807,POINT (28.9796001 41.03029625),POINT (28.9765 41.02749),439.15990327267957,POINT (28.9765 41.02749)
17808,POINT (28.9863997 41.05934910000001),POINT (28.98443 41.05725),299.1761261777443,POINT (28.98443 41.05725)
17809,POINT (28.9796001 41.03029625),POINT (28.97906 41.02457),561.2719349722197,POINT (28.97906 41.02457)
17810,POINT (28.8603265 41.1061175),POINT (28.87659 41.07916),3188.4488234341175,POINT (28.87659 41.07916)
17811,POINT (29.0004588 41.0487174),POINT (28.99862000000001 41.0498),229.48654565801712,POINT (28.99862000000001 41.0498)
17812,POINT (28.9796001 41.03029625),POINT (28.98141 41.02762),329.04065579800044,POINT (28.98141 41.02762)
17813,POINT (28.7965411 41.0508405),POINT (28.75931 41.10257),6522.409532638563,POINT (28.75931 41.10257)
17814,POINT (28.99013805 41.03554045),POINT (28.98881 41.03307),282.1760094723722,POINT (28.98881 41.03307)
17815,POINT (29.12400894000007 40.93558331700007),POINT (29.15475 40.91023),4206.664855369103,POINT (29.15475 40.91023)
17816,POINT (28.993006 41.05005999999999),POINT (28.99278 41.05112),106.28615102033304,POINT (28.99278 41.05112)
17817,POINT (28.9780884 41.0317305),POINT (28.97716 41.02998),199.23325081335383,POINT (28.97716 41.02998)
17818,POINT (28.9780884 41.0317305),POINT (28.97379 41.03181),476.4777469628645,POINT (28.97379 41.03181)
17819,POINT (28.656984 41.013361),POINT (28.69039 41.00642),3764.0463060124785,POINT (28.69039 41.00642)
17820,POINT (29.01134024300007 41.08607120700003),POINT (29.0055 41.08486),657.9776510458427,POINT (29.0055 41.08486)
17821,POINT (29.0381205 40.9852841),POINT (29.02307 40.9825),1690.0427844271971,POINT (29.02307 40.9825)
17822,POINT (29.0381205 40.9852841),POINT (29.03113 40.98616),779.4847211008627,POINT (29.03113 40.98616)
17823,POINT (28.7965411 41.0508405),POINT (28.77461 41.09519),4965.810998805668,POINT (28.77461 41.09519)
17824,POINT (29.230989 40.91497455),POINT (29.22005 40.92982),1885.0512328482098,POINT (29.22005 40.92982)
17825,POINT (28.7965411 41.0508405),POINT (28.77359 41.09613),5101.481307156451,POINT (28.77359 41.09613)
17826,POINT (28.7965411 41.0508405),POINT (28.76733 41.12011),7498.581001556248,POINT (28.76733 41.12011)
17827,POINT (28.99013805 41.03554045),POINT (28.98772 41.036),271.72174337549023,POINT (28.98772 41.036)
17828,POINT (28.99013805 41.03554045),POINT (28.98715 41.03618),336.9954666057265,POINT (28.98715 41.03618)
17829,POINT (29.1047873 41.02194615),POINT (29.10817 41.01516),759.5440219145646,POINT (29.10817 41.01516)
17830,POINT (29.0004588 41.0487174),POINT (29.00408 41.05064),442.92436317281977,POINT (29.00408 41.05064)
17831,POINT (28.95731345 41.01471045),POINT (28.97039 41.0028),1856.9824815661216,POINT (28.97039 41.0028)
17832,POINT (28.9796001 41.03029625),POINT (28.98079 41.03016),132.54987554861043,POINT (28.98079 41.03016)
17833,POINT (28.9796001 41.03029625),POINT (28.98278 41.0324),407.7411779961348,POINT (28.98278 41.0324)
17834,POINT (28.9780884 41.0317305),POINT (28.97322 41.02625),759.2514822335496,POINT (28.97322 41.02625)
17835,POINT (29.0381205 40.9852841),POINT (29.02885 40.99391),1327.3110713781978,POINT (29.02885 40.99391)
17836,POINT (29.04693296500005 40.98701972100001),POINT (29.04686 40.99596),870.7750823792181,POINT (29.04686 40.99596)
17837,POINT (28.7965411 41.0508405),POINT (28.77295 41.09498),5040.898856636091,POINT (28.77295 41.09498)
17838,POINT (28.95731345 41.01471045),POINT (28.97175 41.00425),1897.3238481811472,POINT (28.97175 41.00425)
17839,POINT (28.95731345 41.01471045),POINT (28.97197 41.00476),1891.9732684158807,POINT (28.97197 41.00476)
17840,POINT (28.656984 41.013361),POINT (28.69136 41.00815),3843.801509924414,POINT (28.69136 41.00815)
17841,POINT (28.99013805 41.03554045),POINT (28.98666 41.03337),439.70473835869524,POINT (28.98666 41.03337)
17842,POINT (29.0381205 40.9852841),POINT (29.02572 40.98916),1425.3376054235866,POINT (29.02572 40.98916)
17843,POINT (28.93311846700005 41.01505125600005),POINT (28.93657 41.02422),972.3654290031988,POINT (28.93657 41.02422)
17844,POINT (28.6281981 41.0161145),POINT (28.63545 41.02191),983.4228966293485,POINT (28.63545 41.02191)
17845,POINT (28.7965411 41.0508405),POINT (28.80822 41.06257),1728.200464881648,POINT (28.80822 41.06257)
17846,POINT (28.9821093 41.0412067),POINT (28.98136 41.04486),365.5938479517303,POINT (28.98136 41.04486)
17847,POINT (28.9839321 41.0685933),POINT (28.98647 41.08488),1611.9173757782057,POINT (28.98647 41.08488)
17848,POINT (28.8651574 40.9963309),POINT (28.85393 40.99569),1245.9417117020287,POINT (28.85393 40.99569)
17849,POINT (29.0400193 40.9830405),POINT (29.04376 40.98315),414.7430842417511,POINT (29.04376 40.98315)
17850,POINT (28.8239706 40.96239050000001),POINT (28.82622000000001 40.95773),518.7164486439722,POINT (28.82622000000001 40.95773)
17851,POINT (28.9796001 41.03029625),POINT (28.98192 41.0324),328.8611335215583,POINT (28.98192 41.0324)
17852,POINT (29.016612 41.066644),POINT (29.02785 41.05441),1723.913448372813,POINT (29.02785 41.05441)
17853,POINT (28.98725545 41.06247485),POINT (28.98444000000001 41.06157),324.271534843478,POINT (28.98444000000001 41.06157)
17854,POINT (28.9780884 41.0317305),POINT (28.97678 41.03213),150.15290696862732,POINT (28.97678 41.03213)
17855,POINT (29.0381205 40.9852841),POINT (29.03085 40.99686),1385.9226558395148,POINT (29.03085 40.99686)
17856,POINT (28.8337968 40.99189570000001),POINT (28.83489 40.99198),121.44167371958854,POINT (28.83489 40.99198)
17857,POINT (28.9796001 41.03029625),POINT (28.98517 41.03172),632.7431805107485,POINT (28.98517 41.03172)
17858,POINT (28.9936129 41.0679197),POINT (28.99244 41.07169),389.71975136075383,POINT (28.99244 41.07169)
17859,POINT (29.06724095 40.98946395),POINT (29.07398 40.99482),910.9934417181129,POINT (29.07398 40.99482)
17860,POINT (28.9892825 41.0616722),POINT (28.98907 41.06025),140.5790857562826,POINT (28.98907 41.06025)
17861,POINT (29.0004588 41.0487174),POINT (29.00437 41.04682),471.2773678264986,POINT (29.00437 41.04682)
17862,POINT (29.0381205 40.9852841),POINT (29.02989 40.99503),1316.5808709794123,POINT (29.02989 40.99503)
17863,POINT (29.016612 41.066644),POINT (29.01788 41.05679),970.2362573402229,POINT (29.01788 41.05679)
17864,POINT (28.95731345 41.01471045),POINT (28.97616 41.00446),2315.5058630374274,POINT (28.97616 41.00446)
17865,POINT (28.95731345 41.01471045),POINT (28.96168 41.00355),1190.6802270335274,POINT (28.96168 41.00355)
17866,POINT (28.95731345 41.01471045),POINT (28.96199 41.00723),894.6229721617938,POINT (28.96199 41.00723)
17867,POINT (28.95731345 41.01471045),POINT (28.97643 41.0024),2434.9571023923536,POINT (28.97643 41.0024)
17868,POINT (28.99013805 41.03554045),POINT (28.98675 41.03249),478.93573299273567,POINT (28.98675 41.03249)
17869,POINT (29.03654855 41.07449),POINT (29.06861 41.08283),3645.2255071630075,POINT (29.06861 41.08283)
17870,POINT (28.95731345 41.01471045),POINT (28.97635 41.00396),2355.7896823818373,POINT (28.97635 41.00396)
17871,POINT (28.9780884 41.0317305),POINT (28.98196 41.0352),546.3215158809742,POINT (28.98196 41.0352)
17872,POINT (28.9780884 41.0317305),POINT (28.98268 41.0351),605.6619644076205,POINT (28.98268 41.0351)
17873,POINT (28.95731345 41.01471045),POINT (28.96691 41.00576),1375.6710159757952,POINT (28.96691 41.00576)
17874,POINT (28.9458539 41.0123804),POINT (28.94755 41.01832),608.7955222362658,POINT (28.94755 41.01832)
17875,POINT (28.9458539 41.0123804),POINT (28.94605 41.01607),360.35351761585014,POINT (28.94605 41.01607)
17876,POINT (28.95731345 41.01471045),POINT (28.95385 41.02382),967.4234746585518,POINT (28.95385 41.02382)
17877,POINT (29.0862389 40.992999),POINT (29.0851 40.99418),170.74868212056472,POINT (29.0851 40.99418)
17878,POINT (28.95731345 41.01471045),POINT (28.96617 41.00529),1344.1600074017897,POINT (28.96617 41.00529)
17879,POINT (28.9796001 41.03029625),POINT (28.98042 41.03007),93.51081413256136,POINT (28.98042 41.03007)
17880,POINT (28.9796001 41.03029625),POINT (28.97923 41.02942),94.73875906464602,POINT (28.97923 41.02942)
17881,POINT (28.9796001 41.03029625),POINT (28.98257000000001 41.03436),514.9759771993813,POINT (28.98257000000001 41.03436)
17882,POINT (28.9868253 41.0523695),POINT (28.98249 41.04917),572.805037162642,POINT (28.98249 41.04917)
17883,POINT (28.656984 41.013361),POINT (28.68172 41.01692),2763.4832042240005,POINT (28.68172 41.01692)
17884,POINT (28.9796001 41.03029625),POINT (28.98327 41.03353),514.5568830213592,POINT (28.98327 41.03353)
17885,POINT (28.95731345 41.01471045),POINT (28.97351 41.00412),2070.779319943883,POINT (28.97351 41.00412)
17886,POINT (28.95731345 41.01471045),POINT (28.97456 41.00244),2254.854691702673,POINT (28.97456 41.00244)
17887,POINT (29.0284631 41.2165614),POINT (29.01383 41.19582),2591.0109476374364,POINT (29.01383 41.19582)
17888,POINT (28.7965411 41.0508405),POINT (28.77551 41.0656),2740.434221168057,POINT (28.77551 41.0656)
17889,POINT (29.0284631 41.2165614),POINT (29.01421 41.19805),2397.4452282554453,POINT (29.01421 41.19805)
17890,POINT (28.99013805 41.03554045),POINT (28.98803 41.03388),284.206247369914,POINT (28.98803 41.03388)
17891,POINT (28.9780884 41.0317305),POINT (28.97204 41.03195),670.7178090000843,POINT (28.97204 41.03195)
17892,POINT (28.7965411 41.0508405),POINT (28.77441 41.09513),4971.605618391979,POINT (28.77441 41.09513)
17893,POINT (28.7965411 41.0508405),POINT (28.77333 41.09456),4984.007800853106,POINT (28.77333 41.09456)
17894,POINT (28.7965411 41.0508405),POINT (28.77326 41.09489),5015.620667563973,POINT (28.77326 41.09489)
17895,POINT (28.7965411 41.0508405),POINT (28.77343 41.0965),5141.642405450104,POINT (28.77343 41.0965)
17896,POINT (28.7965411 41.0508405),POINT (28.77288 41.09682),5199.245593631133,POINT (28.77288 41.09682)
17897,POINT (28.7965411 41.0508405),POINT (28.77377000000001 41.09641),5115.322098787917,POINT (28.77377000000001 41.09641)
17898,POINT (28.7965411 41.0508405),POINT (28.77372 41.09555),5045.230427870535,POINT (28.77372 41.09555)
17899,POINT (28.892241 41.0075534),POINT (28.89345 41.00734),135.60532622877076,POINT (28.89345 41.00734)
17900,POINT (28.8937773 41.03155805),POINT (28.90101 41.02696),918.5510356004685,POINT (28.90101 41.02696)
17901,POINT (28.8937773 41.03155805),POINT (28.90065 41.02603),933.2447364273834,POINT (28.90065 41.02603)
17902,POINT (28.9796001 41.03029625),POINT (28.97833 41.02619),424.2268335772459,POINT (28.97833 41.02619)
17903,POINT (29.0004588 41.0487174),POINT (29.00065 41.04846),32.83490436910607,POINT (29.00065 41.04846)
17904,POINT (29.0381205 40.9852841),POINT (29.03044 40.99485),1262.0993648337821,POINT (29.03044 40.99485)
17905,POINT (29.0381205 40.9852841),POINT (29.02741 40.99241),1375.1506177515334,POINT (29.02741 40.99241)
17906,POINT (29.0381205 40.9852841),POINT (29.02787 40.99676),1593.8509346773913,POINT (29.02787 40.99676)
17907,POINT (29.0381205 40.9852841),POINT (29.0291 40.99292),1246.1243971708147,POINT (29.0291 40.99292)
17908,POINT (28.99013805 41.03554045),POINT (28.98608 41.03408),471.75623989560216,POINT (28.98608 41.03408)
17909,POINT (29.0381205 40.9852841),POINT (29.02401 40.98345),1574.1268302477472,POINT (29.02401 40.98345)
17910,POINT (28.93311846700005 41.01505125600005),POINT (28.93814 41.01067000000001),701.5928618752272,POINT (28.93814 41.01067000000001)
17911,POINT (28.9796001 41.03029625),POINT (28.98147 41.02864),262.69249980389577,POINT (28.98147 41.02864)
17912,POINT (28.95731345 41.01471045),POINT (28.9746 41.00264),2248.352176591571,POINT (28.9746 41.00264)
17913,POINT (28.98894300000007 41.05008799900003),POINT (28.98656 41.0449),570.4064995281185,POINT (28.98656 41.0449)
17914,POINT (28.9458539 41.0123804),POINT (28.94521 41.01235),71.42808182299856,POINT (28.94521 41.01235)
17915,POINT (28.9910654 41.0517089),POINT (28.99053 41.05412000000001),242.33367076542825,POINT (28.99053 41.05412000000001)
17916,POINT (28.9995352 41.0557256),POINT (29.003 41.05599),384.8870092569835,POINT (29.003 41.05599)
17917,POINT (28.7926494 40.980549),POINT (28.79535 40.98467),501.46358755894937,POINT (28.79535 40.98467)
17918,POINT (28.7965411 41.0508405),POINT (28.81125 41.04076),1904.2185168809654,POINT (28.81125 41.04076)
17919,POINT (28.9780884 41.0317305),POINT (28.97836 41.03057),117.03906949558267,POINT (28.97836 41.03057)
17920,POINT (29.01134024300007 41.08607120700003),POINT (29.00341 41.0865),879.9478425609108,POINT (29.00341 41.0865)
17921,POINT (29.016612 41.066644),POINT (29.02824 41.05532),1696.4592342658482,POINT (29.02824 41.05532)
17922,POINT (28.7214144 40.9813361),POINT (28.72134 40.98221),85.77647107351545,POINT (28.72134 40.98221)
17923,POINT (29.0989167 40.9950609),POINT (29.09504 40.99348),456.41210096715594,POINT (29.09504 40.99348)
17924,POINT (28.7965411 41.0508405),POINT (28.81153 41.04222),1862.2530728979598,POINT (28.81153 41.04222)
17925,POINT (28.99561331400002 41.05553430600003),POINT (28.9934 41.0585),379.06968460140814,POINT (28.9934 41.0585)
17926,POINT (29.0004588 41.0487174),POINT (28.99899000000001 41.04781),185.25614123121807,POINT (28.99899000000001 41.04781)
17927,POINT (28.9780884 41.0317305),POINT (28.97755 41.03162),60.63775741115791,POINT (28.97755 41.03162)
17928,POINT (28.9796001 41.03029625),POINT (28.97666 41.0253),585.9110698159211,POINT (28.97666 41.0253)
17929,POINT (29.03654855 41.07449),POINT (29.05725 41.10356),3644.2710898075084,POINT (29.05725 41.10356)
17930,POINT (28.9996767 41.07080525),POINT (28.99714 41.07488),486.5122995926334,POINT (28.99714 41.07488)
17931,POINT (29.1315907 40.9814824),POINT (29.12537 40.96776),1502.9279207575635,POINT (29.12537 40.96776)
17932,POINT (29.12400894000007 40.93558331700007),POINT (29.15863 40.91351),4397.551244153496,POINT (29.15863 40.91351)
17933,POINT (28.99013805 41.03554045),POINT (28.98587 41.03181),596.60216607405,POINT (28.98587 41.03181)
17934,POINT (29.19725165 40.95915605),POINT (29.18956 40.9191),3987.9227109533153,POINT (29.18956 40.9191)
17935,POINT (29.0004588 41.0487174),POINT (28.99912 41.04926),157.52448239013444,POINT (28.99912 41.04926)
17936,POINT (28.839429 41.021644),POINT (28.8348 41.02701),733.1110552744888,POINT (28.8348 41.02701)
17937,POINT (28.95731345 41.01471045),POINT (28.9731 41.00636),1929.7544749121626,POINT (28.9731 41.00636)
17938,POINT (28.9936129 41.0679197),POINT (28.99422 41.06985),199.77068759806838,POINT (28.99422 41.06985)
17939,POINT (28.9796001 41.03029625),POINT (28.978 41.02733),339.15127126076914,POINT (28.978 41.02733)
17940,POINT (28.9459883 41.0693131),POINT (28.95297 41.06437),911.5942301008939,POINT (28.95297 41.06437)
17941,POINT (29.1013868 41.0943323),POINT (29.24832 41.21254),19936.080013267878,POINT (29.24832 41.21254)
17942,POINT (28.656984 41.013361),POINT (28.65728 41.02539),1176.3971226712797,POINT (28.65728 41.02539)
17943,POINT (28.9796001 41.03029625),POINT (28.97948 41.03165),132.60370600053653,POINT (28.97948 41.03165)
17944,POINT (28.9821093 41.0412067),POINT (28.98132 41.0426),161.52672351343298,POINT (28.98132 41.0426)
17945,POINT (28.9936129 41.0679197),POINT (28.9939 41.07443),635.1922003856122,POINT (28.9939 41.07443)
17946,POINT (29.0004588 41.0487174),POINT (29.00577 41.04255),841.2173754930536,POINT (29.00577 41.04255)
17947,POINT (28.7789098 41.0351124),POINT (28.76531 41.05355),2348.1078590010625,POINT (28.76531 41.05355)
17948,POINT (28.9796001 41.03029625),POINT (28.97809 41.02628),425.70194965666764,POINT (28.97809 41.02628)
17949,POINT (28.656984 41.013361),POINT (28.68546 41.01303),3156.1711600941676,POINT (28.68546 41.01303)
17950,POINT (28.7789098 41.0351124),POINT (28.7653 41.0557),2513.3750109354287,POINT (28.7653 41.0557)
17951,POINT (29.0381205 40.9852841),POINT (29.02771 40.99716),1633.891273152228,POINT (29.02771 40.99716)
17952,POINT (29.0009039 41.06547929999999),POINT (29.00371 41.06069),560.8002649467876,POINT (29.00371 41.06069)
17953,POINT (28.9892825 41.0616722),POINT (28.99106 41.05969),275.9066572023443,POINT (28.99106 41.05969)
17954,POINT (29.0381205 40.9852841),POINT (29.02769 40.99273),1364.7574330010518,POINT (29.02769 40.99273)
17955,POINT (29.0862389 40.992999),POINT (29.08523 40.994),148.33121123499748,POINT (29.08523 40.994)
17956,POINT (28.9796001 41.03029625),POINT (28.97783 41.02809),291.0728943871391,POINT (28.97783 41.02809)
17957,POINT (29.05480284200007 41.16968134000007),POINT (29.04723 41.14133),2885.9215383964784,POINT (29.04723 41.14133)
17958,POINT (28.9780884 41.0317305),POINT (28.98167 41.03476),494.72751250877917,POINT (28.98167 41.03476)
17959,POINT (28.93311846700005 41.01505125600005),POINT (28.92891 41.01559),469.3924026443049,POINT (28.92891 41.01559)
17960,POINT (29.256068 40.881102),POINT (29.34042 40.86367),9501.796806130624,POINT (29.34042 40.86367)
17961,POINT (28.97870225 41.05463435),POINT (28.98148 41.05334000000001),332.7134319657197,POINT (28.98148 41.05334000000001)
17962,POINT (28.98725545 41.06247485),POINT (28.98661 41.06327),105.46201113362729,POINT (28.98661 41.06327)
17963,POINT (29.0381205 40.9852841),POINT (29.02588 40.99414),1607.7206531080185,POINT (29.02588 40.99414)
17964,POINT (29.256068 40.881102),POINT (29.86069 41.12591),71094.54528740977,POINT (29.86069 41.12591)
17965,POINT (29.0381205 40.9852841),POINT (29.03069 40.98324),847.2962002533701,POINT (29.03069 40.98324)
17966,POINT (28.7965411 41.0508405),POINT (28.77334 41.09357),4900.888334714353,POINT (28.77334 41.09357)
17967,POINT (28.8337968 40.99189570000001),POINT (28.83434 40.9955),356.873376648128,POINT (28.83434 40.9955)
17968,POINT (28.9936129 41.0679197),POINT (28.99487 41.07224),443.4464025417685,POINT (28.99487 41.07224)
17969,POINT (28.9796001 41.03029625),POINT (28.97287 41.0232),1017.221309595556,POINT (28.97287 41.0232)
17970,POINT (29.0004588 41.0487174),POINT (29.00702 41.04212),970.5983213028161,POINT (29.00702 41.04212)
17971,POINT (28.9780884 41.0317305),POINT (28.97361 41.03661),687.4147814057656,POINT (28.97361 41.03661)
17972,POINT (29.230989 40.91497455),POINT (29.19875 40.90676),3661.5341490861906,POINT (29.19875 40.90676)
17973,POINT (28.8200919 41.0030673),POINT (28.80239000000001 41.02154),2664.7410722854693,POINT (28.80239000000001 41.02154)
17974,POINT (28.7214144 40.9813361),POINT (28.70348 41.00857),3321.38101080677,POINT (28.70348 41.00857)
17975,POINT (28.9995352 41.0557256),POINT (29.00272 41.0562),356.003520370701,POINT (29.00272 41.0562)
17976,POINT (28.7965411 41.0508405),POINT (28.76693 41.11877),7400.344279968157,POINT (28.76693 41.11877)
17977,POINT (28.97870225 41.05463435),POINT (28.98055 41.04889),596.1160650474658,POINT (28.98055 41.04889)
17978,POINT (29.016612 41.066644),POINT (29.02499000000001 41.04999),1869.364856713189,POINT (29.02499000000001 41.04999)
17979,POINT (28.9821093 41.0412067),POINT (28.98374 41.04406),331.6453171346895,POINT (28.98374 41.04406)
17980,POINT (28.98894300000007 41.05008799900003),POINT (28.98468 41.04821),506.6976747535518,POINT (28.98468 41.04821)
17981,POINT (28.99013805 41.03554045),POINT (28.98444000000001 41.03442),640.9159177888409,POINT (28.98444000000001 41.03442)
17982,POINT (28.99013805 41.03554045),POINT (28.98464 41.03484),613.1905356127107,POINT (28.98464 41.03484)
17983,POINT (28.95731345 41.01471045),POINT (28.97301 41.005),1980.5325850964125,POINT (28.97301 41.005)
17984,POINT (29.07273431600004 41.00658345600004),POINT (29.07225 41.00267),384.8189470845486,POINT (29.07225 41.00267)
17985,POINT (28.9863997 41.05934910000001),POINT (28.98495 41.05636),332.6712477838727,POINT (28.98495 41.05636)
17986,POINT (29.016612 41.066644),POINT (29.02037 41.05652),1070.6400491006107,POINT (29.02037 41.05652)
17987,POINT (28.8651574 40.9963309),POINT (28.85518 41.00293),1279.6215827018214,POINT (28.85518 41.00293)
17988,POINT (28.9780884 41.0317305),POINT (28.9773 41.02951),233.38553587168468,POINT (28.9773 41.02951)
17989,POINT (28.656984 41.013361),POINT (28.66175 41.02111),923.4953122762918,POINT (28.66175 41.02111)
17990,POINT (28.9796001 41.03029625),POINT (28.98148 41.00415),2556.6435941106474,POINT (28.98148 41.00415)
17991,POINT (28.8864184 41.1797916),POINT (28.76569000000001 41.20658),13633.731768829639,POINT (28.76569000000001 41.20658)
17992,POINT (28.9780884 41.0317305),POINT (28.98027 41.03528),422.05829057503576,POINT (28.98027 41.03528)
17993,POINT (28.9796001 41.03029625),POINT (28.98265 41.03),339.2677571554981,POINT (28.98265 41.03)
17994,POINT (29.0381205 40.9852841),POINT (29.02609 40.99496),1632.8924786562436,POINT (29.02609 40.99496)
17995,POINT (28.656984 41.013361),POINT (28.65988 41.02147),855.2286732828635,POINT (28.65988 41.02147)
17996,POINT (29.0381205 40.9852841),POINT (29.02852 40.99586),1481.0578148760017,POINT (29.02852 40.99586)
17997,POINT (28.9796001 41.03029625),POINT (28.98592 41.02933),706.7703027394911,POINT (28.98592 41.02933)
17998,POINT (28.9458539 41.0123804),POINT (28.94289 41.011),355.00049786168836,POINT (28.94289 41.011)
17999,POINT (28.9780884 41.0317305),POINT (28.97708 41.03568),400.8161322813177,POINT (28.97708 41.03568)
18000,POINT (29.0381205 40.9852841),POINT (29.03103 40.99567),1281.038131775204,POINT (29.03103 40.99567)
18001,POINT (28.9821093 41.0412067),POINT (28.98451 41.04315),326.59779890206875,POINT (28.98451 41.04315)
18002,POINT (28.9821093 41.0412067),POINT (28.97808 41.03796),547.3213854585192,POINT (28.97808 41.03796)
18003,POINT (28.9868253 41.0523695),POINT (28.98499 41.05395),255.14968474943933,POINT (28.98499 41.05395)
18004,POINT (28.9780884 41.0317305),POINT (28.97697 41.03453),299.6779770402536,POINT (28.97697 41.03453)
